NDVI,LST,Hotspot
0.09624893,52.23349,1
0.20175855,46.498077,0
0.22404853,39.47061,0
0.15177868,50.733,0
0.17372881,47.58499,0
0.08646897,50.630463,0
0.22411525,51.013275,0
0.13199046,48.719788,0
0.21078722,48.080597,0
0.15702355,48.33011,0
0.14279903,42.478485,0
0.10852681,49.69052,0
0.23706135,40.711365,0
0.23733066,45.11377,0
0.1960617,44.108856,0
0.23373206,41.876923,0
0.13486637,46.89798,0
0.16941617,47.998566,0
0.1480561,45.571808,0
0.1308893,46.118683,0
0.09420316,45.92386,0
0.05802603,49.755463,0
0.075636566,43.989227,0
0.16633974,47.407257,0
0.28849694,43.23044,0
0.14105263,47.458527,0
0.14360584,46.870636,0
0.2970107,41.299255,0
0.23551422,42.577606,0
0.24641784,38.29825,0
0.15631056,47.475616,0
0.115018316,43.794403,0
0.18515939,45.8179,0
0.12013403,54.70816,1
0.20902495,46.621124,0
0.111804925,51.4747,0
0.08763717,46.655304,0
0.14315672,43.876434,0
0.13878703,42.717743,0
0.29614893,44.833496,0
0.1374102,49.126526,0
0.13994628,46.96634,0
0.17662683,49.933197,0
0.14071764,48.552307,0
0.10658837,52.524048,1
0.1027857,49.49228,0
0.3307481,36.756714,0
0.10568215,57.28534,1
0.082459696,49.864838,0
0.25167683,45.65042,0
0.14616014,47.663605,0
0.11354299,47.65335,0
0.14288801,48.743713,0
0.16075021,46.79544,0
0.20509067,43.9653,0
0.26052812,39.863678,0
0.16666667,46.973175,0
0.19663925,44.368652,0
0.22690502,44.197723,0
0.18079361,45.36328,0
0.11108068,49.410217,0
0.18833771,46.788605,0
0.094393015,51.102142,0
0.14650176,44.112274,0
0.23318553,47.28421,0
0.18550763,48.959045,0
0.1455669,51.587494,0
0.10057402,49.704193,0
0.17146043,47.984894,0
0.15149482,49.63925,0
0.2905208,43.808075,0
0.21831264,42.228973,0
0.19813113,48.401886,0
0.23301473,49.030823,0
0.21598217,44.426758,0
0.06850967,48.05667,0
0.10809285,50.55185,0
0.09658005,50.43564,0
0.12518767,49.05475,0
0.09765707,49.041077,0
0.1279414,47.735382,0
0.15175284,50.558685,0
0.12854064,48.924866,0
0.11652464,49.570892,0
0.18522316,48.306183,0
0.2082363,46.89456,0
0.23269759,40.14737,0
0.20478846,45.038574,0
0.14179808,44.67285,0
0.14482942,51.908783,0
0.11416578,51.050873,0
0.10369495,45.681183,0
0.08851578,47.407257,0
0.1705826,42.820282,0
0.13252237,46.74417,0
0.16207537,41.89743,0
0.23095918,43.045868,0
0.1559639,49.769135,0
0.13042684,46.77835,0
0.16200507,50.09726,0
0.12978667,51.081635,0
0.11204512,50.733,0
0.12591729,53.24524,1
0.098569386,50.56894,0
0.10721911,53.17688,1
0.14100604,46.016144,0
0.15430173,45.472687,0
0.15400365,49.410217,0
0.105225354,44.939453,0
0.1546758,47.67386,0
0.16999,49.01715,0
0.14194229,44.905273,0
0.28198093,43.05954,0
0.1535241,47.967804,0
0.1534238,45.71878,0
0.18086706,49.7247,0
0.14905465,50.50058,0
0.1732863,48.121613,0
0.13388559,49.570892,0
0.16259879,44.279755,0
0.10733754,51.27646,0
0.1273104,48.41214,0
0.10817962,52.377045,1
0.18373516,46.583527,0
0.16676085,41.675262,0
0.21352124,43.832,0
0.08039216,52.31894,1
0.1058236,47.84134,0
0.17807664,49.65634,0
0.17016132,44.026825,0
0.2456773,43.81833,0
0.15790172,45.188965,0
0.1625856,48.470276,0
0.096187875,50.237396,0
0.3066971,46.860382,0
0.14916305,49.717865,0
0.19266467,47.35257,0
0.21288897,48.203644,0
0.09791167,5.2938538,0
0.07790303,49.181213,0
0.19477051,50.172455,0
0.29534116,46.737335,0
0.22121002,43.367157,0
0.28352955,39.23819,0
0.109782144,52.80432,1
0.27496743,41.432587,0
0.11758926,48.637756,0
0.10960941,43.086884,0
0.13663763,45.63675,0
0.18144715,49.54013,0
0.1558836,48.71637,0
0.24626233,46.132355,0
0.123828,47.82083,0
0.18446602,44.57373,0
0.32939708,37.26602,0
0.13115224,50.93808,0
0.1654286,49.259827,0
0.16927475,49.311096,0
0.22793822,44.90869,0
0.1431585,51.149994,0
0.12516546,47.444855,0
0.24760643,42.328094,0
0.13384855,-3.6101074,0
0.09865537,47.40042,0
0.085451916,50.227142,0
0.19659148,50.186127,0
0.12809078,48.81891,0
0.24862064,43.503876,0
0.11580386,24.964539,0
0.2308621,43.821747,0
0.2202729,47.36624,0
0.18936725,47.98831,0
0.14476489,50.486908,0
0.19581245,48.924866,0
0.15846269,48.200226,0
0.18013008,48.836,0
0.07132383,46.77835,0
0.08599071,50.18271,0
0.21357064,43.828583,0
0.12498747,43.8696,0
0.07823946,46.768097,0
0.11648242,52.11728,1
0.14910755,48.084015,0
0.18765457,42.10251,0
0.0790198,51.163666,0
0.1355415,47.731964,0
0.16719502,50.31259,0
0.20482694,43.199677,0
-0.020365236,30.60086,0
0.0757018,49.628998,0
0.11397258,49.950287,0
0.32657748,44.80957,0
0.15610138,48.856506,0
0.22205988,46.012726,0
0.17559583,40.92328,0
0.107668705,49.587982,0
0.104601875,44.97705,0
0.25815898,44.536133,0
0.085672565,53.392212,1
0.10981471,50.36386,0
0.1722434,50.056244,0
0.110866405,51.71396,0
0.1349682,54.099762,1
0.11121243,53.8024,1
0.12760814,50.360443,0
0.08125459,49.697357,0
0.17599155,43.828583,0
0.19642925,43.438934,0
0.12784299,47.61917,0
0.23680209,44.409668,0
0.12950492,51.884857,0
0.22769994,45.865753,0
0.24561203,40.742126,0
0.115153484,47.831085,0
0.15791413,49.90927,0
0.23253135,43.186005,0
0.13279559,51.149994,0
0.14861445,46.183624,0
0.18523183,50.992767,0
0.16229427,49.194885,0
0.06286384,54.062164,1
0.35416812,40.72162,0
0.2572128,37.65567,0
0.15634198,45.445343,0
0.1982204,47.092804,0
0.31125975,37.559967,0
0.07250427,38.05899,0
0.107404746,48.658264,0
0.2741456,40.656677,0
0.12420973,50.073334,0
0.15772292,50.100677,0
0.07917941,50.75351,0
0.1834467,46.76468,0
0.12268045,44.536133,0
0.061964016,52.995728,1
0.1875504,46.04007,0
0.17274491,48.9693,0
0.15224206,47.178253,0
0.24489293,41.733368,0
0.095666334,50.387787,0
0.1317688,49.1026,0
0.12076112,49.512787,0
0.1412718,45.746124,0
0.07441982,40.728455,0
0.13022934,47.140656,0
0.15281793,45.19922,0
0.18176882,47.70804,0
0.14786246,47.581573,0
0.14937441,46.299835,0
0.1401137,50.175873,0
0.099155,24.267273,0
0.20840043,47.27054,0
0.31085253,46.518585,0
0.078191616,51.604584,0
0.27958947,45.749542,0
0.23291875,43.71579,0
0.25195414,42.57419,0
0.24222709,43.773895,0
0.020736184,32.244934,0
0.18379086,44.447266,0
0.11749063,48.289093,0
0.22444774,46.47757,0
0.07689088,39.344147,0
0.19342645,48.7984,0
0.22658476,41.500946,0
0.13451314,47.427765,0
0.16703478,49.683685,0
0.22986387,45.773468,0
0.18005751,48.48053,0
0.19881158,48.839417,0
0.09256219,51.331146,0
0.19755827,46.515167,0
0.10802838,44.631836,0
0.19732463,45.100098,0
0.11566265,52.411224,1
0.2212349,44.86084,0
0.134938,48.78131,0
0.08472834,50.897064,0
0.226784,49.078674,0
0.14263274,47.65677,0
0.13495843,46.221222,0
0.07353208,50.09726,0
0.1283494,51.385834,0
0.09928108,44.501953,0
0.17517996,46.84671,0
0.0804293,49.181213,0
0.1995145,42.5571,0
0.17946315,50.203217,0
0.17675787,47.5679,0
0.123368494,46.92874,0
0.21896192,45.223145,0
0.31728533,38.71866,0
0.14499345,50.254486,0
0.08411804,51.044037,0
0.08652233,48.282257,0
0.15878959,42.769012,0
0.26367468,43.524384,0
0.20971148,50.60312,0
0.30135658,38.790436,0
0.055034623,41.757294,0
0.21039867,44.833496,0
0.1893042,46.76468,0
0.10517946,53.09485,1
0.1043894,50.377533,0
0.06850047,49.70761,0
0.19081113,46.63138,0
0.16440082,49.502533,0
0.11366914,42.60495,0
0.13033678,45.489777,0
0.25744563,41.64792,0
0.08457092,51.669525,0
0.16914454,45.92386,0
0.23242982,42.430634,0
0.10413867,48.774475,0
0.24204235,42.348602,0
0.13686149,49.885345,0
0.12507793,43.873016,0
0.1034936,50.58603,0
0.28520322,44.341278,0
0.21536255,40.225983,0
0.2565637,46.313507,0
0.13367735,48.658264,0
0.13164367,49.40338,0
0.2531866,44.15329,0
0.18207504,47.096222,0
0.087372795,22.862457,0
0.100620285,49.65634,0
0.16168642,47.171417,0
0.15777215,51.252533,0
0.13700506,47.109894,0
0.13433604,44.1362,0
0.08981531,49.147034,0
0.18289354,45.09668,0
0.14394154,46.634796,0
0.17547596,47.513214,0
0.16454633,44.77881,0
0.2551461,46.320343,0
0.23565398,45.36328,0
0.11840831,47.629425,0
0.1766808,46.59378,0
0.11511718,48.490784,0
0.15768166,46.819366,0
0.15435939,48.63092,0
0.2274215,47.899445,0
0.1208575,57.497253,1
0.18675184,44.23874,0
0.12492525,47.123566,0
0.06787069,36.490112,0
0.08078769,49.601654,0
0.23834148,44.532715,0
0.15986793,50.04599,0
0.20630342,45.39749,0
0.20761564,44.80957,0
0.15513065,48.81891,0
0.16947688,47.58841,0
0.15671471,44.01657,0
0.0685336,54.923492,1
0.21449453,44.39258,0
0.15058911,45.325684,0
0.19615245,46.71341,0
0.07967584,49.147034,0
0.11569406,53.59732,1
0.11210171,53.78531,1
0.17827085,49.1026,0
0.1688363,46.737335,0
0.1111036,50.760345,0
0.31903103,38.54776,0
0.1758191,47.94388,0
0.1852591,38.182037,0
0.24210232,42.475067,0
0.21709849,43.59958,0
0.12308446,48.196808,0
0.092509724,48.114777,0
0.06539309,46.282745,0
0.1697422,47.222687,0
0.2610909,39.176666,0
0.16876999,46.41263,0
0.1464926,45.41458,0
0.10141861,52.524048,1
0.17152017,51.2081,0
0.17427318,45.6846,0
0.12375582,48.299347,0
0.15016595,49.628998,0
0.252147,42.714325,0
0.1962999,47.4722,0
0.13597868,53.217896,1
0.10645149,52.445404,1
0.14137174,46.651886,0
0.14224267,43.808075,0
0.10355054,46.969757,0
0.2040576,47.21927,0
0.090640604,43.56198,0
0.10354123,51.99765,0
0.2100358,47.188507,0
0.25277036,48.391632,0
0.10699982,56.253082,1
0.07488987,47.731964,0
0.08905688,50.51425,0
0.16552345,45.318848,0
0.08425967,45.31543,0
0.12372444,41.531708,0
0.07463075,52.103607,1
0.11089972,47.3013,0
0.08998853,50.14511,0
0.15041967,50.360443,0
0.10862108,48.706116,0
0.14362451,47.444855,0
0.119926006,49.564056,0
0.010884815,31.134064,0
0.13659045,47.7388,0
0.15922076,50.353607,0
0.12220795,50.71591,0
0.2614802,45.100098,0
0.24021329,47.776398,0
0.1185444,48.10794,0
0.26296136,41.05316,0
0.10484514,47.13382,0
0.09282824,50.151947,0
0.27379698,43.81491,0
0.19881305,46.101593,0
0.19927488,39.89102,0
0.12350598,44.823242,0
0.17803018,47.742218,0
0.088329956,51.355072,0
0.16941403,47.80374,0
0.1046218,48.962463,0
0.13526182,52.24716,1
0.11787803,1.875824,0
0.22938927,42.2153,0
0.12077433,47.328644,0
0.160196,50.38095,0
0.15546443,47.85843,0
0.11182482,45.21289,0
0.11316689,53.518677,1
0.12637049,47.95755,0
0.09881366,40.362732,0
0.11010418,50.917572,0
0.18763466,45.674347,0
0.23039342,46.146027,0
0.17051864,50.849213,0
0.12178561,49.738373,0
0.10939561,54.099762,1
0.11493659,45.335938,0
0.110561535,46.72708,0
0.13417952,46.498077,0
0.12010162,48.989807,0
0.12759624,47.718292,0
0.13234586,45.007812,0
0.22222647,43.41159,0
0.005146586,32.931946,0
0.12723865,47.70804,0
0.17418356,49.410217,0
0.16725978,50.815033,0
0.11982365,51.536224,0
0.15944302,42.6904,0
0.09239068,50.86972,0
0.12433331,49.79306,0
0.1699754,47.615753,0
0.11526392,52.06259,0
0.12778033,49.00348,0
0.11145263,52.18564,1
0.13077705,51.026947,0
0.10936218,47.256866,0
0.078993194,46.17337,0
0.23826337,45.33252,0
0.2016815,49.013733,0
0.1679658,51.348236,0
0.08034809,50.41855,0
0.180302,42.97751,0
0.17801236,48.58307,0
0.17700505,40.085846,0
0.19864598,42.406708,0
0.076962136,53.27942,1
0.07041261,51.802826,0
0.08584318,53.255493,1
0.12574813,48.788147,0
0.116258465,46.665558,0
0.18771583,43.78415,0
0.13411218,47.984894,0
0.17456545,43.623505,0
0.20003973,47.70462,0
0.14795828,44.850586,0
0.11211405,50.462982,0
0.15730816,47.70804,0
0.15034306,47.45511,0
0.17708777,49.464935,0
0.104972795,50.124603,0
0.3122078,42.830536,0
0.11902579,46.822784,0
0.15233867,49.00006,0
0.30994314,44.43701,0
0.110523306,55.976227,1
0.18818232,41.99997,0
0.09221034,51.40634,0
0.09487925,45.34619,0
0.13629925,45.356445,0
0.113584064,41.66501,0
0.20049031,44.026825,0
0.083066285,51.081635,0
0.27327415,42.563934,0
0.13237998,50.733,0
0.14483151,40.10977,0
0.19404973,44.802734,0
0.19042975,48.155792,0
0.07624868,51.49179,0
0.21445191,41.473602,0
0.10385194,44.45752,0
0.18468468,46.91507,0
0.15932691,49.29059,0
0.11616035,48.217316,0
0.193881,45.759796,0
0.17667937,50.58261,0
0.12208698,48.237823,0
0.24496025,48.709534,0
0.1608664,44.402832,0
0.09516055,52.64026,1
0.11067813,48.12845,0
0.13334462,48.272003,0
0.1488333,48.415558,0
0.24624962,45.575226,0
0.11083559,45.339355,0
0.14538297,52.60266,1
0.16230476,47.123566,0
0.16625603,40.728455,0
0.27718404,45.629913,0
0.15144087,48.58307,0
0.09586363,29.736115,0
0.15442105,49.916107,0
0.1632218,44.56006,0
0.06944155,51.303802,0
0.20115994,48.627502,0
0.20717704,49.058167,0
0.17508645,47.461945,0
0.22276036,47.523468,0
0.17355372,47.82425,0
0.1641289,49.663177,0
0.10644872,15.763214,0
0.0741483,51.89511,0
0.10322756,58.509003,1
0.0950667,50.76718,0
0.071034685,50.05966,0
0.14186217,46.234894,0
0.1258985,47.67044,0
0.11749622,43.81491,0
0.17216973,55.337067,1
0.15281539,45.60257,0
0.11823693,52.01474,0
0.09221839,48.483948,0
0.15499112,46.32376,0
0.14956313,43.893524,0
0.1824209,50.58261,0
0.14233725,50.48349,0
0.22936785,48.521545,0
0.24836442,48.401886,0
0.1438611,45.841827,0
0.20305417,45.927277,0
0.1621262,47.11673,0
0.24500734,44.365234,0
0.15939328,49.45468,0
0.16159816,42.48532,0
0.2331698,40.547302,0
0.19748521,49.116272,0
0.10689975,50.223724,0
0.1873503,49.246155,0
0.20234527,46.388702,0
0.16800754,46.532257,0
0.16922502,46.197296,0
0.18175459,47.79007,0
0.103327215,52.65393,1
0.10785989,57.3161,1
0.09756528,48.962463,0
0.15874079,49.65634,0
0.19431792,50.613373,0
0.1062091,53.47766,1
0.16875042,45.776886,0
0.22355047,45.995636,0
0.25850934,42.963837,0
0.11894718,46.556183,0
0.13809647,51.061127,0
0.096430436,53.368286,1
0.107379556,52.718872,1
0.28923714,42.796356,0
0.23414776,43.989227,0
0.1268866,49.324768,0
0.0775703,49.670013,0
0.15678427,46.347687,0
0.16152665,49.615326,0
0.06719685,51.095306,0
0.29564688,41.83249,0
0.11075467,48.76422,0
0.13485807,46.34085,0
0.20563403,42.16745,0
0.14889441,47.680695,0
0.12181429,51.10898,0
0.0075233835,31.10672,0
0.2825635,42.174286,0
0.081104286,51.956635,0
0.16036539,47.831085,0
0.10375175,46.785187,0
0.13425027,51.337982,0
0.16189602,49.300842,0
0.1105488,48.668518,0
0.29341358,42.779266,0
0.16709042,45.841827,0
0.123702295,47.431183,0
0.10376338,50.151947,0
0.08615985,53.83316,1
0.13969882,51.905365,0
0.11713617,51.99765,0
0.15651822,47.762726,0
0.35492504,40.875427,0
0.096125215,50.43222,0
0.11579255,46.57669,0
0.23254256,45.01123,0
0.1576787,38.274323,0
0.27575904,40.98822,0
0.14248712,47.868683,0
0.24491431,43.832,0
0.084428266,52.742798,1
0.20170483,49.211975,0
0.16625774,41.169373,0
0.10065552,54.838043,1
0.11351906,48.76764,0
0.19653486,47.174835,0
0.20215583,43.114227,0
0.2139311,41.473602,0
0.08448899,52.11728,1
0.15099835,55.19693,1
0.21246517,46.79886,0
0.08826965,50.88681,0
0.12638326,50.948334,0
0.12642208,50.695404,0
0.25165716,48.186554,0
0.09076948,50.40146,0
0.082507126,49.87509,0
0.09281768,51.69345,0
0.098358944,50.606537,0
0.15167633,55.61734,1
0.16971661,46.532257,0
0.09881695,50.425385,0
0.12690257,49.823822,0
0.1446883,46.904816,0
0.16930358,45.441925,0
0.11452614,45.356445,0
0.08682012,51.502045,0
0.17953907,48.894104,0
0.17113262,48.323273,0
0.16641787,49.512787,0
0.07540135,32.323547,0
0.31783906,44.040497,0
0.25865567,45.63675,0
0.012510911,34.114594,0
0.18703769,50.257904,0
0.2081318,46.638214,0
0.26352942,48.627502,0
0.11953425,50.11093,0
0.20026197,46.416046,0
0.19523169,44.645508,0
0.18936853,50.14853,0
0.13872464,46.37503,0
0.13559876,50.55185,0
0.15460975,49.198303,0
0.11021412,49.28717,0
0.1780934,47.1304,0
0.11835997,48.432648,0
0.095602974,48.319855,0
0.10587729,58.187714,1
0.13404794,46.682648,0
0.162464,43.54831,0
0.26713842,48.357452,0
0.116750546,55.24478,1
0.17453673,49.77939,0
0.1961119,50.29892,0
0.06302663,51.956635,0
0.13976765,48.029327,0
0.23428571,48.68219,0
0.14087068,50.90732,0
0.082387105,51.867767,0
0.17692871,50.336517,0
0.14927018,49.69052,0
0.17654493,47.728546,0
0.11089896,50.95175,0
0.12039045,50.630463,0
0.16359933,49.00348,0
0.1121134,49.96054,0
0.17088343,24.639832,0
0.11856591,50.326263,0
0.119610846,43.64743,0
0.13994671,45.17871,0
0.10365953,50.80136,0
0.09626789,52.13437,1
0.16851169,46.439972,0
0.12205948,53.556305,1
0.12779047,48.179718,0
0.108335555,52.40097,1
0.13558547,47.342316,0
0.24375124,43.996063,0
0.22735006,40.789978,0
0.20676926,46.316925,0
0.15211172,49.058167,0
0.08661284,51.23886,0
0.15214317,45.95804,0
0.22530894,46.63138,0
0.12444556,51.334564,0
0.16378136,50.271576,0
0.11966158,50.815033,0
0.27034554,40.83783,0
0.09051107,48.14554,0
0.17742975,47.308136,0
0.18242702,46.92874,0
0.07495078,50.623627,0
0.13598892,48.87018,0
0.28619742,44.122528,0
0.0821693,48.996643,0
0.07731646,51.17392,0
0.31642628,43.702118,0
0.12369492,48.26175,0
0.17520952,44.078094,0
0.17007717,47.612335,0
0.19685143,51.177338,0
0.101598516,49.87851,0
0.13610356,46.89798,0
0.29414898,46.067413,0
0.18752202,40.98822,0
0.28254676,50.302338,0
0.36604202,39.392,0
0.12366449,44.430176,0
0.11305726,52.56848,1
0.12258065,49.331604,0
0.091891475,50.65097,0
0.15196685,48.84967,0
0.086630285,12.495605,0
0.23560554,46.484406,0
0.13295096,50.883392,0
0.11717113,35.826996,0
0.19545811,45.88968,0
0.2653804,43.32956,0
0.122525774,42.512665,0
0.21431167,49.08893,0
0.1875102,44.132782,0
0.13856858,48.179718,0
0.1040513,50.486908,0
0.11481504,51.42343,0
0.11063515,44.52246,0
0.3070026,39.25528,0
0.10583954,52.811157,1
0.1644228,43.66452,0
0.13684136,53.32727,1
0.2112289,44.040497,0
0.1127128,50.866302,0
0.12651925,48.268585,0
0.11188911,56.8786,1
0.13528141,48.569397,0
0.20103228,48.877014,0
0.19021149,45.356445,0
0.19749069,44.42334,0
0.14640082,49.21881,0
0.15158708,49.365784,0
0.16213444,31.91336,0
0.0801105,53.10852,1
0.14845848,48.336945,0
0.1225838,48.863342,0
0.15995142,50.439056,0
0.1959128,46.183624,0
0.13633311,45.561554,0
0.14017518,44.580566,0
0.29343846,39.617584,0
0.14307505,47.85843,0
0.10496096,16.658752,0
0.11009744,50.035736,0
0.15557285,51.73105,0
0.20315924,45.917023,0
0.1543192,48.75055,0
0.27215514,45.428253,0
0.19616337,42.85788,0
0.1046705,48.610413,0
0.14313853,49.041077,0
0.12415093,47.3013,0
0.15768217,49.42047,0
0.12702446,47.615753,0
0.117748946,50.210052,0
0.07120185,50.86972,0
0.10969949,45.353027,0
0.18372127,44.190887,0
0.11616999,48.856506,0
0.16767691,44.888184,0
0.17023541,46.04007,0
0.09723469,50.480072,0
0.11949089,48.24124,0
0.12604226,34.866547,0
0.24511608,45.394073,0
0.19069558,46.921906,0
0.118487716,45.089844,0
0.09946406,47.04837,0
0.24218546,47.84134,0
0.10669278,50.17929,0
0.119297884,49.670013,0
0.19662331,50.979095,0
0.20418504,49.52304,0
0.20114206,46.248566,0
0.09939132,50.958588,0
0.065851055,52.626587,1
0.12262835,48.39505,0
0.18056065,48.16263,0
0.103445955,45.26758,0
0.23705581,46.723663,0
0.11279972,47.427765,0
0.14920203,49.30768,0
0.21308903,44.10202,0
0.18129162,45.930695,0
0.07057163,50.056244,0
0.2064291,46.214386,0
0.18240419,48.07376,0
0.14353123,47.229523,0
0.12642704,46.556183,0
0.11765655,52.828247,1
0.13545199,51.720795,0
0.10072421,49.697357,0
0.14647993,51.683197,0
0.20941442,44.771973,0
0.13211477,46.638214,0
0.10375813,47.00052,0
0.1486678,47.902863,0
0.07329843,50.92099,0
0.1837566,48.559143,0
0.105980314,34.446136,0
0.24902007,47.058624,0
0.19729207,46.658722,0
0.12173027,49.57431,0
0.17230481,46.313507,0
0.10596988,54.62271,1
0.15336384,45.73587,0
0.27076843,42.28708,0
0.08018155,51.922455,0
0.14831164,51.44394,0
0.18356667,46.771515,0
0.11492047,49.106018,0
0.100108765,49.987885,0
0.12526889,47.55081,0
0.15188724,50.186127,0
0.2349419,44.430176,0
0.24184893,43.558563,0
0.1531439,42.936493,0
0.12622087,50.35019,0
0.14531703,45.711945,0
0.17724316,49.075256,0
0.13436434,35.372406,0
0.15524311,49.834076,0
0.19534273,46.046906,0
0.14194956,47.513214,0
0.15802495,46.5596,0
0.12524039,49.8956,0
0.22934628,45.742706,0
0.15896687,50.60312,0
0.108846255,50.705658,0
0.15298247,47.919952,0
0.06414033,49.30426,0
0.1520617,44.802734,0
0.21585785,41.07367,0
0.07466299,51.249115,0
0.1793209,41.32663,0
0.12874666,51.07138,0
0.07886463,44.53955,0
0.20124269,45.04883,0
0.07707827,47.45169,0
0.26680836,43.859344,0
0.19712833,47.205597,0
0.1492205,47.85843,0
0.12301121,41.993134,0
0.10684954,52.52063,1
0.16514607,48.391632,0
0.26758304,43.838837,0
0.25915647,44.54297,0
0.10928461,46.286163,0
0.13414288,51.279877,0
0.14454944,47.48929,0
0.17108849,50.681732,0
0.12203336,47.981476,0
0.29102454,42.406708,0
0.1804273,54.400543,1
0.092417605,54.520172,1
0.1864687,40.796814,0
0.1216152,43.401337,0
0.27285334,40.376404,0
0.06545356,51.32431,0
0.23547564,42.010223,0
0.09275256,46.51175,0
0.2187662,43.688446,0
0.1426541,48.189972,0
0.14377767,49.905853,0
0.14648235,47.509796,0
0.14495626,42.280243,0
0.22505206,44.867676,0
0.2503249,46.04007,0
0.11514201,52.541138,1
0.17496808,48.114777,0
0.1320892,47.246613,0
0.20867588,46.6929,0
0.20046543,46.04007,0
0.11762049,49.2735,0
0.1125731,55.108063,1
0.10279773,48.989807,0
0.2938774,39.901276,0
0.18514323,46.046906,0
0.1291572,48.51129,0
0.111016504,43.90036,0
0.235642,46.183624,0
0.14257486,50.705658,0
0.10563784,51.39267,0
0.15253888,50.169037,0
0.07498711,51.02011,0
0.008631203,33.78305,0
0.20014742,47.547394,0
0.15967576,46.689484,0
0.07695798,51.64218,0
0.2559559,46.313507,0
0.11532857,48.203644,0
0.11838217,47.591827,0
0.10012946,46.976593,0
0.09426438,50.623627,0
0.12100159,49.42389,0
0.14889155,49.974213,0
0.13478397,52.14804,1
0.12984708,46.63138,0
0.10436384,49.215393,0
0.19911489,46.641632,0
0.06323243,51.536224,0
0.18984984,48.316437,0
0.14387167,49.81015,0
0.079617836,50.302338,0
0.26473853,46.32718,0
0.08892869,51.050873,0
0.18498865,48.408722,0
0.14589533,43.941376,0
0.21647716,46.32376,0
0.17459546,46.93216,0
0.10820413,40.783142,0
0.12483264,47.94388,0
0.13360325,51.891693,0
0.090124376,51.30722,0
0.1129013,50.326263,0
0.18757254,49.44098,0
0.1341084,46.668976,0
0.10604403,48.466858,0
0.17370531,45.04883,0
0.27395555,45.154785,0
0.092997484,45.561554,0
0.1646589,50.353607,0
0.07163668,51.939545,0
0.19366805,48.658264,0
0.1661075,49.00348,0
0.17781927,50.93808,0
0.10894452,14.618195,0
0.30633345,42.84079,0
0.23500037,47.933624,0
0.07014097,45.88968,0
0.11172475,50.756927,0
0.11939401,44.341278,0
0.20507483,49.092346,0
0.099216625,43.001434,0
0.18947133,49.027405,0
0.14807072,47.561066,0
0.1504798,50.900482,0
0.105770186,46.5596,0
0.075515084,53.132446,1
0.18258254,48.043,0
0.12060346,47.140656,0
0.13097912,46.918488,0
0.11109739,49.670013,0
0.1205236,48.87018,0
0.1738436,47.5679,0
0.15391241,49.4068,0
0.19886512,41.93161,0
0.19312228,46.35794,0
0.15284911,50.832123,0
0.09166731,49.37262,0
0.19007497,47.18167,0
0.2014861,46.518585,0
0.1164411,46.973175,0
0.1421778,45.547882,0
0.124497995,50.18271,0
0.19137894,48.323273,0
0.22560088,45.428253,0
0.15437306,47.882355,0
0.15083185,51.71054,0
0.21425997,42.543427,0
0.15713556,44.395996,0
0.068229534,52.5343,1
0.31406137,36.599487,0
0.32093114,43.216766,0
0.30267033,42.676727,0
0.1265159,49.082092,0
0.10163637,48.976135,0
